	mHsm	mH1	mH2	mH3	mHp	R11	R12	R13	R21	R22	R23	R31	R32	R33	L1	L2	L3	L4	L5	L6	L7	L8	Tr	Ti	m11sq	m22sq	mssq	v	a1	a2	a3	DD_nSd	DD_nSi	DD_pSd	DD_pSi	S	STU_chisq	T	U	b_Hsm_H1H1	b_Hsm_H1H2	b_Hsm_H1H3	b_Hsm_H2H2	b_Hsm_H2H3	b_Hsm_H3H3	b_Hsm_WW	b_Hsm_ZZ	b_Hsm_Zgam	b_Hsm_bb	b_Hsm_cc	b_Hsm_gamgam	b_Hsm_gg	b_Hsm_mumu	b_Hsm_ss	b_Hsm_tautau	b_Hsm_tt	c_HsmH1H1	c_HsmH1H2	c_HsmH1H3	c_HsmH2H2	c_HsmH2H3	c_HsmH3H3	c_HsmHpHm	hb_H1_channel	hb_H1_expratio	hb_H1_obsratio	hb_H2_channel	hb_H2_expratio	hb_H2_obsratio	hb_H3_channel	hb_H3_expratio	hb_H3_obsratio	hb_Hp_channel	hb_Hp_expratio	hb_Hp_obsratio	hb_Hsm_channel	hb_Hsm_expratio	hb_Hsm_obsratio	hb_result	hs_Chisq_channel	hs_channel	hs_chisq	hs_deltaChisq	hs_deltaChisq_channel	hs_result	mDM	maxEV	mu_Hsm_WW	mu_Hsm_ZZ	mu_Hsm_bb	mu_Hsm_gamgam	mu_Hsm_tautau	omega_c	valid_DM	w_Hsm
1	125.09	4686.281554343624	7377.35895805152	7388.8166353288925	7387.41101015348	6.383334457127353e-06	-8.497597436729306e-07	-0.9999999999792656	1.0462636814857271e-09	0.9999999999996388	-8.497597370115922e-07	0.9999999999796266	-1.0408393808544292e-09	6.383334458015533e-06	0.2581069881028696	2.637806045812209	7.316566845497885	-2.105538328184805	2.790738788564664	11.062143996987714	-0.1755082249398966	4.646929049078054	0.846032214563661	0.1120412689051793	-7823.75405	54352061.23275588	21966554.823466655	246.21965079413735	-0.1323434988916029	-1.5707898871653754	-0.1323434978480224	0	5.728146614184749e-12	0	5.776973827506149e-12	3.1512529127947016e-05	2.8681254751769223	-0.0003116828962394	-2.7153834429622105e-06	0	0	0	0	0	0	0.2098358931951978	0.0263855234245448	0.0015451930414374	0.5891461495480474	0.0288576365268445	0.0023154629639136	0.0781040865726555	0.0002243503782086	0.0002163905902012	0.0633693137589486	0	-43.21358476512808	0.1114981555871638	-0.8331799711887584	595.9228920230267	7.1940937117010875e-09	1970.1923625081365	1801.4825337104523	-1	0	0	-1	0	0	-1	0	0	-1	0	0	12045	3.8659319113565127	0.7671317885753776	1	17.06475133328843	210306956	151.7977854789506	-0.7510828753912051	-0.5394693292505898	1	4686.281554343624	20.739727236210832	0.4299274187075257	0.4405092206792422	0.4471768386819953	0.4497474289491883	0.4466217663848669	24.96671864690992	0	0.0040855736761994
