	mHsm	mH1	mH2	mH3	mHp	R11	R12	R13	R21	R22	R23	R31	R32	R33	L1	L2	L3	L4	L5	L6	L7	L8	Tr	Ti	m11sq	m22sq	mssq	v	a1	a2	a3	DD_nSd	DD_nSi	DD_pSd	DD_pSi	S	STU_chisq	T	U	b_Hsm_H1H1	b_Hsm_H1H2	b_Hsm_H1H3	b_Hsm_H2H2	b_Hsm_H2H3	b_Hsm_H3H3	b_Hsm_WW	b_Hsm_ZZ	b_Hsm_Zgam	b_Hsm_bb	b_Hsm_cc	b_Hsm_gamgam	b_Hsm_gg	b_Hsm_mumu	b_Hsm_ss	b_Hsm_tautau	b_Hsm_tt	c_HsmH1H1	c_HsmH1H2	c_HsmH1H3	c_HsmH2H2	c_HsmH2H3	c_HsmH3H3	c_HsmHpHm	hb_H1_channel	hb_H1_expratio	hb_H1_obsratio	hb_H2_channel	hb_H2_expratio	hb_H2_obsratio	hb_H3_channel	hb_H3_expratio	hb_H3_obsratio	hb_Hp_channel	hb_Hp_expratio	hb_Hp_obsratio	hb_Hsm_channel	hb_Hsm_expratio	hb_Hsm_obsratio	hb_result	hs_Chisq_channel	hs_channel	hs_chisq	hs_deltaChisq	hs_deltaChisq_channel	hs_result	mDM	maxEV	mu_Hsm_WW	mu_Hsm_ZZ	mu_Hsm_bb	mu_Hsm_gamgam	mu_Hsm_tautau	omega_c	valid_DM	w_Hsm
999	125.09	3084.630118372382	4555.646158910574	4555.65417981803	4572.340238207248	2.110325879889352e-05	1.8145809664860124e-06	0.9999999997756798	-0.9999999997599854	5.889146224680175e-06	2.1103248112219752e-05	-5.889107929757387e-06	-0.9999999999810126	1.8147052462946789e-06	0.2581069881028696	4.7129129372581495	5.316228770914537	-5.02594676041207	-0.0012055576121885	12.16854551617124	-0.8490968289767957	3.7033189008967287	-0.96328164602852	0.0828290987502282	-7823.75405	20745149.417921796	9540680.844725437	246.21965079413735	0.0857748391694832	1.5707751456656518	1.4850155984951292	0	3.0938060852182576e-10	0	3.120177953795071e-10	-0.000132304680483	2.274405568588029	0.0050786840526824	-2.584874793373691e-06	0	0	0	0	0	0	0.2098359100503928	0.026385525543978	0.0015451931655559	0.5891461968715683	0.0288576388448516	0.0023153828242996	0.0781040928464135	0.0002243503962297	0.000216390607583	0.0633693188491271	0	-209.06436555271085	0.9573671698601603	0.0823251401734441	71.17634381539145	-1.0751840184721757e-08	71.7699675317192	1308.9599915163235	-1	0	0	-1	0	0	-1	0	0	-1	0	0	12045	3.86593187338806	0.7671317810411511	1	17.06565149592419	210306956	151.79853895621144	-0.7503293981303613	-0.5385691666148311	1	3084.630118372382	20.69817585266879	0.4299274532417058	0.4405092560634118	0.4471768746017454	0.4497318629108026	0.4466218022600305	0.535968814438123	0	0.0040855733480232
