	mHsm	mH1	mH2	mH3	mHp	R11	R12	R13	R21	R22	R23	R31	R32	R33	L1	L2	L3	L4	L5	L6	L7	L8	Tr	Ti	m11sq	m22sq	mssq	v	a1	a2	a3	dm11s	dm22s	dmSs	dReA	dImA	dL1	dL2	dL3	dL4	dL5	dL6	dL7	dL8	dT1	dT2	dTCP	dTCB	dTS	dImL5	status_nlo_stability	status_ewsr	status_tracing	status_coex_pairs	runtime	transition_history
1	125.09000000000000000000000000000000000000000000000000	9710.70573747173000000000000000000000000000000000000000	19240.28346796335000000000000000000000000000000000000000	19245.98053768014000000000000000000000000000000000000000	19242.66912526685000000000000000000000000000000000000000	0.00031900950378797690000000000000000000000000000000	-0.00002889212387956045000000000000000000000000000000	-0.99999994869909000000000000000000000000000000000000	0.00001160667654007470000000000000000000000000000000	0.99999999951537200000000000000000000000000000000000	-0.00002888842270743726000000000000000000000000000000	0.99999994904911000000000000000000000000000000000000	-0.00001159746026313524000000000000000000000000000000	0.00031900983897491240000000000000000000000000000000	0.25810698810286970000000000000000000000000000000000	2.60074354505465343834202940342947840690612792968750	4.60463415829976696613812237046658992767333984375000	0.58749435443107245191640686243772506713867187500000	3.61623514543026658429880626499652862548828125000000	7.12142225642286064157815417274832725524902343750000	2.32331456282531689794268459081649780273437500000000	-3.70029877594119938066796748898923397064208984375000	-357.73626069317720066464971750974655151367187500000000	-32.37381222899784916080534458160400390625000000000000	-7823.75405000000000000000000000000000000000000000000000	370140739.12581634521484375000000000000000000000000000000000	94227409.80267889797687530517578125000000000000000000000000	246.21965079413740000000000000000000000000000000000000	-0.09032180298084900000000000000000000000000000000000	-1.57047601160372600000000000000000000000000000000000	-0.09031020091214130000000000000000000000000000000000	-181613153.8162089	-134262330.20221725	93382771.724694431	255.55309006680028	-11.203519629700706	-3.527444832154595	0	0	-3.2001997831982254	-4.3836728555730815	0	0	0	-0	-1.4138616306272664e-05	-0	-0	-0	-1.177236157996972e-05	success	ew_sym_res	no_coverage	no_coex_pair	31.762	not_set
