	mHsm	mH1	mH2	mH3	mHp	R11	R12	R13	R21	R22	R23	R31	R32	R33	L1	L2	L3	L4	L5	L6	L7	L8	Tr	Ti	m11sq	m22sq	mssq	v	a1	a2	a3
1	125.09000000000000000000000000000000000000000000000000	9710.70573747173000000000000000000000000000000000000000	19240.28346796335000000000000000000000000000000000000000	19245.98053768014000000000000000000000000000000000000000	19242.66912526685000000000000000000000000000000000000000	0.00031900950378797690000000000000000000000000000000	-0.00002889212387956045000000000000000000000000000000	-0.99999994869909000000000000000000000000000000000000	0.00001160667654007470000000000000000000000000000000	0.99999999951537200000000000000000000000000000000000	-0.00002888842270743726000000000000000000000000000000	0.99999994904911000000000000000000000000000000000000	-0.00001159746026313524000000000000000000000000000000	0.00031900983897491240000000000000000000000000000000	0.25810698810286970000000000000000000000000000000000	2.60074354505465343834202940342947840690612792968750	4.60463415829976696613812237046658992767333984375000	0.58749435443107245191640686243772506713867187500000	3.61623514543026658429880626499652862548828125000000	7.12142225642286064157815417274832725524902343750000	2.32331456282531689794268459081649780273437500000000	-3.70029877594119938066796748898923397064208984375000	-357.73626069317720066464971750974655151367187500000000	-32.37381222899784916080534458160400390625000000000000	-7823.75405000000000000000000000000000000000000000000000	370140739.12581634521484375000000000000000000000000000000000	94227409.80267889797687530517578125000000000000000000000000	246.21965079413740000000000000000000000000000000000000	-0.09032180298084900000000000000000000000000000000000	-1.57047601160372600000000000000000000000000000000000	-0.09031020091214130000000000000000000000000000000000
2	125.09000000000000000000000000000000000000000000000000	14750.78717561537000000000000000000000000000000000000000	68830.54234166394000000000000000000000000000000000000000	68830.77575475207000000000000000000000000000000000000000	68830.52144406470000000000000000000000000000000000000000	0.00001548566481800031000000000000000000000000000000	0.00000448575953293159400000000000000000000000000000	0.99999999987003600000000000000000000000000000000000	-0.00000977175721178152000000000000000000000000000000	0.99999999994219600000000000000000000000000000000000	-0.00000448560821109841400000000000000000000000000000	-0.99999999983235300000000000000000000000000000000000	-0.00000977168774729531000000000000000000000000000000	0.00001548570865085827000000000000000000000000000000	0.25810698810286970000000000000000000000000000000000	4.60837502492233852535719051957130432128906250000000	4.20128375089540639919505338184535503387451171875000	0.62490560180286536251514917239546775817871093750000	0.53000294700131433955903048627078533172607421875000	2.44412578369708199943488580174744129180908203125000	8.78898583900176788574754027649760246276855468750000	3.90405529998198375096762902103364467620849609375000	284.28518182465973040962126106023788452148437500000000	82.34879899887050669349264353513717651367187500000000	-7823.75405000000000000000000000000000000000000000000000	4737513332.70419979095458984375000000000000000000000000000000	217319311.22476118803024291992187500000000000000000000000000	246.21965079413740000000000000000000000000000000000000	0.28195460204875690000000000000000000000000000000000	1.57078020451661400000000000000000000000000000000000	-0.28194483032634960000000000000000000000000000000000
3	125.09000000000000000000000000000000000000000000000000	1441.91159695866300000000000000000000000000000000000000	35580.20383913517000000000000000000000000000000000000000	35580.89086979896000000000000000000000000000000000000000	35580.24868223582000000000000000000000000000000000000000	0.00006752793039738637000000000000000000000000000000	-0.00009428608505546750000000000000000000000000000000	-0.99999999327505600000000000000000000000000000000000	0.99999998417431400000000000000000000000000000000000	0.00016460086838498980000000000000000000000000000000	0.00006751241021125098000000000000000000000000000000	0.00016459450179732880000000000000000000000000000000	-0.99999998200834400000000000000000000000000000000000	0.00009429719871930920000000000000000000000000000000	0.25810698810286970000000000000000000000000000000000	2.05106603268495923941827641101554036140441894531250	1.91286072809999296850946848280727863311767578125000	0.70088846807068705402343766763806343078613281250000	-0.80635201888294005811985698528587818145751953125000	3.32037803774831807857026433339342474937438964843750	5.75381167638351342930036480538547039031982421875000	11.22756118597931163094472140073776245117187500000000	-346.62808834841575844620820134878158569335937500000000	-483.99927732977209871023660525679588317871093750000000	-7823.75405000000000000000000000000000000000000000000000	1265896113.54398965835571289062500000000000000000000000000000	1904716.17829836625605821609497070312500000000000000000000	246.21965079413740000000000000000000000000000000000000	-0.94927876729304100000000000000000000000000000000000	-1.57068035314608300000000000000000000000000000000000	0.62135296653266850000000000000000000000000000000000
4	125.09000000000000000000000000000000000000000000000000	21062.45714875789000000000000000000000000000000000000000	46760.25238693832000000000000000000000000000000000000000	46760.25468963418000000000000000000000000000000000000000	46761.21165517829000000000000000000000000000000000000000	0.00003673418175723897000000000000000000000000000000	-0.00006940802387114113000000000000000000000000000000	-0.99999999691656300000000000000000000000000000000000	0.99978698123083200000000000000000000000000000000000	0.02063954737118734000000000000000000000000000000000	0.00003529380659925194000000000000000000000000000000	0.02063954485787316000000000000000000000000000000000	-0.99978697944454100000000000000000000000000000000000	0.00007015141554384602000000000000000000000000000000	0.25810698810286970000000000000000000000000000000000	0.60734102016409607927016622852534055709838867187500	7.76608216756464031504947342909872531890869140625000	-2.95624497111195694287744117900729179382324218750000	-0.00344947421448438262814306654036045074462890625000	2.74908561540231666242561914259567856788635253906250	3.43988815555606208818062441423535346984863281250000	7.79660921370834358867796254344284534454345703125000	-260.02712878430543241847772151231765747070312500000000	-491.31273554871484066097764298319816589355468750000000	-7823.75405000000000000000000000000000000000000000000000	2186375509.52558851242065429687500000000000000000000000000000	443522841.80143451690673828125000000000000000000000000000000	246.21965079413740000000000000000000000000000000000000	-1.08402362163014500000000000000000000000000000000000	-1.57071779734880400000000000000000000000000000000000	0.46613169261148620000000000000000000000000000000000
5	125.09000000000000000000000000000000000000000000000000	2788.37840667715300000000000000000000000000000000000000	9375.76513803243000000000000000000000000000000000000000	9381.48392539368000000000000000000000000000000000000000	9376.58186697757000000000000000000000000000000000000000	0.00039527579368257180000000000000000000000000000000	0.00092782258344867300000000000000000000000000000000	-0.99999949145102100000000000000000000000000000000000	-0.00027432662451016410000000000000000000000000000000	0.99999953204553600000000000000000000000000000000000	0.00092771418638382500000000000000000000000000000000	0.99999988425096800000000000000000000000000000000000	0.00027395978204008960000000000000000000000000000000	0.00039553013514896130000000000000000000000000000000	0.25810698810286970000000000000000000000000000000000	2.47777658611406081945460755378007888793945312500000	2.61165768594063507634928100742399692535400390625000	1.26279832947476222670957213267683982849121093750000	1.77033749578173171812522923573851585388183593750000	10.24407087864469190208183135837316513061523437500000	9.77838492237374623528012307360768318176269531250000	-1.34738613059949585704089258797466754913330078125000	-128.81111904050067096250131726264953613281250000000000	-301.95120862842713904683478176593780517578125000000000	-7823.75405000000000000000000000000000000000000000000000	87841122.78830920159816741943359375000000000000000000000000	7478732.68250919599086046218872070312500000000000000000000	246.21965079413740000000000000000000000000000000000000	1.16805765355638500000000000000000000000000000000000	-1.56978781400653700000000000000000000000000000000000	1.16778351027999200000000000000000000000000000000000
6	125.09000000000000000000000000000000000000000000000000	3196.12259573711800000000000000000000000000000000000000	17603.05505545722000000000000000000000000000000000000000	17605.88302787787000000000000000000000000000000000000000	17604.40967138100000000000000000000000000000000000000000	0.00011786385359592670000000000000000000000000000000	0.00009849303900132380000000000000000000000000000000	0.99999998820361700000000000000000000000000000000000	-0.00003494781741438983000000000000000000000000000000	0.99999999453929100000000000000000000000000000000000	-0.00009848892054085980000000000000000000000000000000	-0.99999999244338100000000000000000000000000000000000	-0.00003493620871797276000000000000000000000000000000	0.00011786729506905010000000000000000000000000000000	0.25810698810286970000000000000000000000000000000000	0.97629783136716774549768160795792937278747558593750	4.55084862348272167764662299305200576782226562500000	0.06891069733782728690130170434713363647460937500000	1.64239339456607780221020220778882503509521484375000	7.68118307187960880355603876523673534393310546875000	0.92644595759608705520804505795240402221679687500000	-2.28493865347299873747033416293561458587646484375000	143.48942473334409442031756043434143066406250000000000	119.86724182843113339913543313741683959960937500000000	-7823.75405000000000000000000000000000000000000000000000	309777294.28939366340637207031250000000000000000000000000000	10187124.23418957367539405822753906250000000000000000000000	246.21965079413740000000000000000000000000000000000000	0.69610448083541240000000000000000000000000000000000	1.57064272742348600000000000000000000000000000000000	-0.69606953882212790000000000000000000000000000000000
7	125.09000000000000000000000000000000000000000000000000	26060.92119181652000000000000000000000000000000000000000	71945.53627339228000000000000000000000000000000000000000	71946.65252257917000000000000000000000000000000000000000	71945.53983601660000000000000000000000000000000000000000	0.00002273399250923748000000000000000000000000000000	0.00000854950493399334000000000000000000000000000000	-0.99999999970503600000000000000000000000000000000000	-0.00000544196233178130500000000000000000000000000000	0.99999999994864700000000000000000000000000000000000	0.00000854938121854517000000000000000000000000000000	0.99999999972677500000000000000000000000000000000000	0.00000544176796846151900000000000000000000000000000	0.00002273403903415381000000000000000000000000000000	0.25810698810286970000000000000000000000000000000000	3.67375839970181417015737679321318864822387695312500	4.32742978074369233354445896111428737640380859375000	2.63247755911554293106746627017855644226074218750000	2.64940014952277635984501102939248085021972656250000	9.42847351004610345626133494079113006591796875000000	7.09958158985774900884280214086174964904785156250000	-1.51751853249490409325517248362302780151367187500000	415.23150479129253653809428215026855468750000000000000	-156.14929964247085081296972930431365966796875000000000	-7823.75405000000000000000000000000000000000000000000000	5176029528.99240303039550781250000000000000000000000000000000	678956413.08857667446136474609375000000000000000000000000000	246.21965079413740000000000000000000000000000000000000	0.35970578411562080000000000000000000000000000000000	-1.57077203835010300000000000000000000000000000000000	0.35970034225099830000000000000000000000000000000000
8	125.09000000000000000000000000000000000000000000000000	4611.82934352061800000000000000000000000000000000000000	14504.02362536894000000000000000000000000000000000000000	14506.89453671636000000000000000000000000000000000000000	14511.16351673828000000000000000000000000000000000000000	0.00038187189788130540000000000000000000000000000000	0.00004134695799597931000000000000000000000000000000	0.99999992623213900000000000000000000000000000000000	-0.99999992644438000000000000000000000000000000000000	0.00003586390694365615000000000000000000000000000000	0.00038187041509879110000000000000000000000000000000	-0.00003584811511815210000000000000000000000000000000	-0.99999999850210500000000000000000000000000000000000	0.00004136065037288819000000000000000000000000000000	0.25810698810286970000000000000000000000000000000000	2.19423811930635181965953961480408906936645507812500	7.87816895845952558374847285449504852294921875000000	-5.46103947783517895686600240878760814666748046875000	-1.37428849784122064647817751392722129821777343750000	7.01417880552651240577688440680503845214843750000000	-0.91608266274142380325429257936775684356689453125000	-0.00555025112859652836050372570753097534179687500000	-293.27920883051046985201537609100341796875000000000000	31.76862688718756544403731822967529296875000000000000	-7823.75405000000000000000000000000000000000000000000000	210335063.09339126944541931152343750000000000000000000000000	21296766.14357580244541168212890625000000000000000000000000	246.21965079413740000000000000000000000000000000000000	0.10785425783947990000000000000000000000000000000000	1.57041222300089900000000000000000000000000000000000	1.46290621354615200000000000000000000000000000000000
9	125.09000000000000000000000000000000000000000000000000	5842.20043434734400000000000000000000000000000000000000	45505.95122953625000000000000000000000000000000000000000	45507.66384748975000000000000000000000000000000000000000	45505.54429268586000000000000000000000000000000000000000	0.00003039192220595626000000000000000000000000000000	0.00005881483687178212000000000000000000000000000000	0.99999999780857300000000000000000000000000000000000	-0.00002335769935297714000000000000000000000000000000	0.99999999799765800000000000000000000000000000000000	-0.00005881412699751991000000000000000000000000000000	-0.99999999926537500000000000000000000000000000000000	-0.00002335591182744956000000000000000000000000000000	0.00003039329592437838000000000000000000000000000000	0.25810698810286970000000000000000000000000000000000	3.56343886994094383169340289896354079246520996093750	-0.89896878539826730047934688627719879150390625000000	3.79278908875929232635826338082551956176757812500000	2.57119978033193774535902775824069976806640625000000	3.21730338963872242175057181157171726226806640625000	-0.56387151682915970241083414293825626373291015625000	4.88819726178712699038442224264144897460937500000000	251.41274569579354647430591285228729248046875000000000	486.49992908010267456120345741510391235351562500000000	-7823.75405000000000000000000000000000000000000000000000	2070781810.96775388717651367187500000000000000000000000000000	34148406.94786285609006881713867187500000000000000000000000	246.21965079413740000000000000000000000000000000000000	1.09384731554548600000000000000000000000000000000000	1.57073012366746800000000000000000000000000000000000	-1.09382395874117200000000000000000000000000000000000
10	125.09000000000000000000000000000000000000000000000000	1873.31650961113600000000000000000000000000000000000000	14672.97451066119000000000000000000000000000000000000000	14675.96002888010000000000000000000000000000000000000000	14677.03876472934000000000000000000000000000000000000000	0.00002950716275877548000000000000000000000000000000	-0.00020473844348449010000000000000000000000000000000	0.99999997860574800000000000000000000000000000000000	0.99999999945805400000000000000000000000000000000000	0.00001460809050213285000000000000000000000000000000	-0.00002950417253629220000000000000000000000000000000	-0.00001460204955126495000000000000000000000000000000	0.99999997893438700000000000000000000000000000000000	0.00020473887441683700000000000000000000000000000000	0.25810698810286970000000000000000000000000000000000	5.02797661592838096566993044689297676086425781250000	3.35976072666692715529279666952788829803466796875000	-2.49008344407586434954282594844698905944824218750000	-1.44518529857130317850533174350857734680175781250000	4.96463410591084297607267217244952917098999023437500	0.88746796554740114970627473667263984680175781250000	-4.05232880105149462224289891310036182403564453125000	-25.38071043709692276024725288152694702148437500000000	176.17948795688948848692234605550765991210937500000000	-7823.75405000000000000000000000000000000000000000000000	215313625.63862040638923645019531250000000000000000000000000	3482422.83025870658457279205322265625000000000000000000000	246.21965079413740000000000000000000000000000000000000	-1.42766065128723300000000000000000000000000000000000	1.57058947297317800000000000000000000000000000000000	-0.14312106590191150000000000000000000000000000000000
