omega_{CB}	omega_1	omega_2	omega_{CP}	omega_S	Veff(v,T)	dVeff(v,T)_w0	dVeff(v,T)_w1	dVeff(v,T)_w2	dVeff(v,T)_w3	dVeff(v,T)_w4	dVeff(v,T)o6_w0	dVeff(v,T)o6_w1	dVeff(v,T)o6_w2	dVeff(v,T)o6_w3	dVeff(v,T)o6_w4	dVeff(v,T)o8_w0	dVeff(v,T)o8_w1	dVeff(v,T)o8_w2	dVeff(v,T)o8_w3	dVeff(v,T)o8_w4	d2Veff(v,T)_w0_w0	d2Veff(v,T)_w0_w1	d2Veff(v,T)_w0_w2	d2Veff(v,T)_w0_w3	d2Veff(v,T)_w0_w4	d2Veff(v,T)_w1_w0	d2Veff(v,T)_w1_w1	d2Veff(v,T)_w1_w2	d2Veff(v,T)_w1_w3	d2Veff(v,T)_w1_w4	d2Veff(v,T)_w2_w0	d2Veff(v,T)_w2_w1	d2Veff(v,T)_w2_w2	d2Veff(v,T)_w2_w3	d2Veff(v,T)_w2_w4	d2Veff(v,T)_w3_w0	d2Veff(v,T)_w3_w1	d2Veff(v,T)_w3_w2	d2Veff(v,T)_w3_w3	d2Veff(v,T)_w3_w4	d2Veff(v,T)_w4_w0	d2Veff(v,T)_w4_w1	d2Veff(v,T)_w4_w2	d2Veff(v,T)_w4_w3	d2Veff(v,T)_w4_w4	T
0	0	0	0	0	189048662507378.6	0.02604166666666666	0	0.02604166666666666	0.02604166666666666	0.05208333333333333	0.3645833333333334	-0.9895833333333334	0.3645833333333334	-0.8854166666666667	-0.9895833333333334	-0.5357142857142857	-0.2976190476190476	-0.5357142857142857	-0.05952380952380952	-0.119047619047619	69762360.93749999	0	0	0	0	0	-5753.124999999999	0	0	0	0	0	69762360.93749999	0	0	0	0	0	69762360.93749999	0	0	0	0	0	46204862.49999999	100
0	2.5	0	0	0	189048662489381.2	-0.1041666666666667	-14400.78125	0	-0.02604166666666666	0.02604166666666666	0.78125	-12965.88541666667	0.2083333333333333	-1.041666666666667	0.3125	-0.4613095238095238	-11525.29761904762	0.5654761904761905	1.026785714285714	0.9375	69762395.31249999	0	0	0	0	0	-5764.843749999999	0	0	0	0	0	69762401.56249999	3.125	3.125	0	0	3.125	69762374.99999999	1.5625	0	0	3.125	1.5625	46204840.62499999	100
0	5	0	0	0	189048662435363.5	-0.07812499999999999	-28814.24479166666	-0.07812499999999999	0.02604166666666666	-0.02604166666666666	0.2604166666666667	-25931.40625	0.5729166666666667	0.05208333333333334	0	0.5803571428571428	-23052.61904761905	0.3869047619047619	0.6101190476190476	0.05952380952380952	69762495.31249999	0	0	0	0	0	-5763.281249999999	0	0	0	0	0	69762545.31249999	-4.687499999999999	-7.812499999999998	0	0	-4.687499999999999	69762464.06249999	-1.5625	0	0	-7.812499999999998	-1.5625	46204785.93749999	100
0	7.5	0	0	0	189048662345308.6	0.05208333333333333	-43228.38541666666	0	-0.07812499999999999	-0.02604166666666666	-0.15625	-38901.875	0.625	0.3125	-1.041666666666667	0.1785714285714286	-34576.45833333333	-0.8184523809523809	-1.220238095238095	0.4166666666666666	69762646.87499999	0	0	0	0	0	-5761.718749999999	0	0	0	0	0	69762781.24999999	-6.249999999999999	12.5	0	0	-6.249999999999999	69762589.06249999	-4.687499999999999	0	0	12.5	-4.687499999999999	46204692.18749999	100
0	10	0	0	0	189048662219228.2	-0.05208333333333333	-57633.15104166666	-0.07812499999999999	-0.02604166666666666	0.05208333333333333	-0.4166666666666667	-51861.5625	0.15625	-0.46875	0.4166666666666667	-0.863095238095238	-46098.34821428571	0.0744047619047619	-0.6398809523809523	-0.7886904761904762	69762859.37499999	0	0	0	0	0	-5756.249999999999	0	0	0	0	0	69763107.81249999	-3.125	-4.687499999999999	0	0	-3.125	69762773.43749999	-9.374999999999998	0	0	-4.687499999999999	-9.374999999999998	46204553.12499999	100
0	12.5	0	0	0	189048662057163	-0.05208333333333333	-72014.24479166666	0.05208333333333333	0.05208333333333333	0.07812499999999999	0.2604166666666667	-64817.13541666667	-0.9375	0	-0.8854166666666667	-0.119047619047619	-57615.01488095238	1.19047619047619	0.1488095238095238	-0.02976190476190476	69763132.81249999	0	0	0	0	0	-5745.312499999999	0	0	0	0	0	69763539.06249999	-3.125	-6.249999999999999	0	0	-3.125	69763014.06249999	-4.687499999999999	0	0	-6.249999999999999	-4.687499999999999	46204378.12499999	100
0	15	0	0	0	189048661859181.8	0.02604166666666666	-86363.85416666666	0.02604166666666666	-0.02604166666666666	-0.1041666666666667	-0.9895833333333334	-77727.76041666667	0.2083333333333333	-0.7291666666666667	-0.9895833333333334	1.116071428571429	-69092.38095238095	-0.5654761904761905	0.5952380952380952	-0.3571428571428572	69763489.06249999	0	0	0	0	0	-5728.124999999999	0	0	0	0	0	69764064.06249999	7.812499999999998	-15.625	0	0	7.812499999999998	69763310.93749999	-3.125	0	0	-15.625	-3.125	46204168.74999999	100
0	17.5	0	0	0	189048661625382.4	-0.05208333333333333	-100667.2135416667	-0.02604166666666666	-0.07812499999999999	-0.07812499999999999	0.3645833333333334	-90603.48958333334	0.9375	0.8333333333333334	0.3125	0.4464285714285714	-80537.91666666666	0.3273809523809524	-1.056547619047619	-1.116071428571429	69763887.49999999	0	0	0	0	0	-5714.062499999999	0	0	0	0	0	69764689.06249999	-4.687499999999999	-9.374999999999998	0	0	-4.687499999999999	69763648.43749999	3.125	0	0	-9.374999999999998	3.125	46203923.43749999	100
0	20	0	0	0	189048661355891.5	0.02604166666666666	-114915.2083333333	0.05208333333333333	-0.05208333333333333	0.1041666666666667	-0.9375	-103414.21875	0.9895833333333334	-0.5208333333333334	-0.1041666666666667	0.5059523809523809	-91921.63690476189	0.3571428571428572	-1.101190476190476	0.5208333333333333	69764362.49999999	0	0	0	0	0	-5687.499999999999	0	0	0	0	0	69765401.56249999	-6.249999999999999	-18.75	0	0	-6.249999999999999	69764057.81249999	4.687499999999999	0	0	-18.75	4.687499999999999	46203642.18749999	100
0	22.5	0	0	0	189048661050864.3	0.05208333333333333	-129094.9739583333	-0.1041666666666667	0.07812499999999999	-0.02604166666666666	0.7291666666666667	-116177.4479166667	-0.5208333333333334	-2.447916666666667	0.05208333333333334	1.130952380952381	-103266.3988095238	0	-2.083333333333333	-0.9970238095238095	69764899.99999999	0	0	0	0	0	-5657.031249999999	0	0	0	0	0	69766215.62499999	7.812499999999998	-23.4375	0	0	7.812499999999998	69764514.06249999	7.812499999999998	0	0	-23.4375	7.812499999999998	46203320.31249999	100
0	25	0	0	0	189048660710484.8	0.07812499999999999	-143194.6875	0.05208333333333333	-0.07812499999999999	-0.07812499999999999	0.46875	-128870.9375	0	0.05208333333333334	-0.5208333333333334	-0.8035714285714285	-114550.1785714286	0.08928571428571429	-0.6547619047619048	0.02976190476190476	69765504.68749999	0	0	0	0	0	-5626.562499999999	0	0	0	0	0	69767128.12499999	-3.125	-15.625	0	0	-3.125	69765020.31249999	-4.687499999999999	0	0	-15.625	-4.687499999999999	46202945.31249999	100
0	27.5	0	0	0	189048660334965.4	0	-157203.8541666667	0	-0.02604166666666666	-0.02604166666666666	-1.041666666666667	-141475.2604166667	-0.2604166666666667	0.8333333333333334	0.3645833333333334	0.6547619047619048	-125753.7797619048	0.3422619047619048	-0.6696428571428571	0.1636904761904762	69766168.74999999	0	0	0	0	0	-5592.187499999999	0	0	0	0	0	69768131.24999999	0	-20.3125	0	0	0	69765592.18749999	-9.374999999999998	0	0	-20.3125	-9.374999999999998	46202554.68749999	100
0	30	0	0	0	189048659924547.9	-0.02604166666666666	-171111.5364583333	0.07812499999999999	0.07812499999999999	-0.02604166666666666	-0.1041666666666667	-153999.1145833333	-0.3645833333333334	-0.15625	1.041666666666667	-1.116071428571429	-136888.3035714286	1.235119047619048	-0.7440476190476191	0.3869047619047619	69766890.62499999	0	0	0	0	0	-5546.093749999999	0	0	0	0	0	69769246.87499999	1.5625	-6.249999999999999	0	0	1.5625	69766209.37499999	-7.812499999999998	0	0	-6.249999999999999	-7.812499999999998	46202103.12499999	100
0	32.5	0	0	0	189048659479502.5	0.02604166666666666	-184904.921875	0.07812499999999999	0.02604166666666666	0.05208333333333333	0.9895833333333334	-166419.0104166667	0.2604166666666667	-0.9375	0.05208333333333334	-0.0744047619047619	-147926.9494047619	1.041666666666667	-0.1934523809523809	0.6101190476190476	69767678.12499999	0	0	0	0	0	-5494.531249999999	0	0	0	0	0	69770443.74999999	-14.0625	-29.68749999999999	0	0	-14.0625	69766890.62499999	1.5625	0	0	-29.68749999999999	1.5625	46201642.18749999	100
0	35	0	0	0	189048659000128.2	-0.02604166666666666	-198571.875	0.07812499999999999	0.07812499999999999	0	-0.1041666666666667	-178722.2916666667	0.8333333333333334	0.5208333333333334	-0.05208333333333334	0.6696428571428571	-158867.1130952381	-0.4017857142857142	0.4761904761904762	-1.19047619047619	69768553.12499999	0	0	0	0	0	-5432.812499999999	0	0	0	0	0	69771746.87499999	0	-26.5625	0	0	0	69767621.87499999	-9.374999999999998	0	0	-26.5625	-9.374999999999998	46201129.68749999	100
0	37.5	0	0	0	189048658486753.4	0.02604166666666666	-212104.375	0.05208333333333333	-0.05208333333333333	-0.02604166666666666	-0.625	-190887.5	-0.6770833333333334	-0.15625	0.15625	-0.119047619047619	-169675.6845238095	0.2232142857142857	0.7738095238095237	0.2380952380952381	69769457.81249999	0	0	0	0	0	-5388.281249999999	0	0	0	0	0	69773134.37499999	-6.249999999999999	-28.12499999999999	0	0	-6.249999999999999	69768403.12499999	0	0	0	-28.12499999999999	0	46200567.18749999	100
0	40	0	0	0	189048657939734.4	0.07812499999999999	-225485.0260416666	-0.05208333333333333	0.05208333333333333	0.07812499999999999	-0.5208333333333334	-202935.7291666667	0.2604166666666667	0.8333333333333334	0.5729166666666667	-0.6398809523809523	-180388.4523809524	-0.02976190476190476	0.625	0.2529761904761905	69770432.81249999	0	0	0	0	0	-5322.656249999999	0	0	0	0	0	69774624.99999999	6.249999999999999	-29.68749999999999	0	0	6.249999999999999	69769243.74999999	-9.374999999999998	0	0	-29.68749999999999	-9.374999999999998	46199982.81249999	100
0	42.5	0	0	0	189048657359457.1	0.02604166666666666	-238708.75	-0.02604166666666666	-0.07812499999999999	0.02604166666666666	0.2083333333333333	-214834.84375	0.625	0.2604166666666667	-0.3125	-1.235119047619048	-190963.9732142857	0.3869047619047619	0.9226190476190476	-1.145833333333333	69771498.43749999	0	0	0	0	0	-5247.656249999999	0	0	0	0	0	69776220.31249999	-3.125	-28.12499999999999	0	0	-3.125	69770142.18749999	-6.249999999999999	0	0	-28.12499999999999	-6.249999999999999	46199360.93749999	100
0	45	0	0	0	189048656746336.5	-0.07812499999999999	-251758.28125	-0.1041666666666667	-0.02604166666666666	0.07812499999999999	0.1041666666666667	-226588.4375	0.1041666666666667	0.5208333333333334	-0.2083333333333333	-0.9970238095238095	-201411.5773809524	-0.9821428571428571	-0.08928571428571429	-0.1785714285714286	69772606.24999999	0	0	0	0	0	-5183.593749999999	0	0	0	0	0	69777904.68749999	-6.249999999999999	-25	0	0	-6.249999999999999	69771084.37499999	-6.249999999999999	0	0	-25	-6.249999999999999	46198690.62499999	100
0	47.5	0	0	0	189048656100815.7	0.05208333333333333	-264625.5729166666	-0.02604166666666666	-0.07812499999999999	0.05208333333333333	-0.625	-238160.2083333333	0.625	-0.2604166666666667	-0.78125	0.2380952380952381	-211698.2440476191	-0.2976190476190476	-0.550595238095238	0.5952380952380952	69773768.74999999	0	0	0	0	0	-5103.124999999999	0	0	0	0	0	69779676.56249999	1.5625	-32.81249999999999	0	0	1.5625	69772085.93749999	-3.125	0	0	-32.81249999999999	-3.125	46197981.24999999	100
0	50	0	0	0	189048655423367.7	-0.05208333333333333	-277299.1406249999	0.05208333333333333	-0.07812499999999999	0	0.2604166666666667	-249575.625	0.6770833333333334	0.8854166666666667	-0.1041666666666667	-0.2976190476190476	-221845.5059523809	0.5059523809523809	-0.625	-1.101190476190476	69775014.06249999	0	0	0	0	0	-5031.249999999999	0	0	0	0	0	69781557.81249999	3.125	-29.68749999999999	0	0	3.125	69773137.49999999	-7.812499999999998	0	0	-29.68749999999999	-7.812499999999998	46197242.18749999	100
0	52.5	0	0	0	189048654714493.4	0	-289764.3229166666	0.02604166666666666	-0.07812499999999999	0.1041666666666667	-0.9375	-260787.2395833333	1.041666666666667	0.2083333333333333	-0.2604166666666667	-0.08928571428571429	-231808.4523809524	-0.05952380952380952	-0.3125	0.4910714285714285	69776306.24999999	0	0	0	0	0	-4939.843749999999	0	0	0	0	0	69783532.81249999	-1.5625	-26.5625	0	0	-1.5625	69774251.56249999	-15.625	0	0	-26.5625	-15.625	46196462.49999999	100
0	55	0	0	0	189048653974724	0	-302012.4218749999	-0.02604166666666666	0.05208333333333333	-0.05208333333333333	0.05208333333333334	-271810.9895833334	0.2083333333333333	0.9895833333333334	-0.2604166666666667	1.071428571428571	-241611.3988095238	0.8035714285714285	-0.5952380952380952	-0.5654761904761905	69777673.43749999	0	0	0	0	0	-4853.124999999999	0	0	0	0	0	69785596.87499999	0	-34.37499999999999	0	0	0	69775414.06249999	1.5625	0	0	-34.37499999999999	1.5625	46195632.81249999	100
0	57.5	0	0	0	189048653204618.7	-0.07812499999999999	-314032.4739583333	0.02604166666666666	0.1041666666666667	0	-0.5208333333333334	-282622.4479166667	0.05208333333333334	0.625	-0.46875	-0.3125	-251216.9196428571	-0.08928571428571429	0.1934523809523809	-1.041666666666667	69779096.87499999	0	0	0	0	0	-4760.156249999999	0	0	0	0	0	69787765.62499999	4.687499999999999	-42.18749999999999	0	0	4.687499999999999	69776632.81249999	1.5625	0	0	-42.18749999999999	1.5625	46194776.56249999	100
0	60	0	0	0	189048652404766.2	0.07812499999999999	-325807.5781249999	-0.07812499999999999	0.07812499999999999	-0.07812499999999999	0.3125	-293233.0208333334	-0.5208333333333334	-0.15625	-0.2083333333333333	0.9523809523809523	-260653.0952380952	-1.071428571428571	0.9672619047619048	0.6398809523809523	69780592.18749999	0	0	0	0	0	-4665.624999999999	0	-0.7812499999999999	0	0	0	69790032.81249999	-4.687499999999999	-31.24999999999999	0	-0.7812499999999999	-4.687499999999999	69777904.68749999	-21.875	0	0	-31.24999999999999	-21.875	46193870.31249999	100
0	62.5	0	0	0	189048651575784	0.05208333333333333	-337333.6197916666	-0.07812499999999999	0.4427083333333333	-0.02604166666666666	-0.6770833333333334	-303596.25	0.4166666666666667	0.8854166666666667	0.1041666666666667	-1.041666666666667	-269862.9315476191	-1.026785714285714	-0.3273809523809524	0.02976190476190476	69782153.12499999	0	0	0	0	0	-4552.343749999999	0	0	0	0	0	69792395.31249999	-9.374999999999998	-46.87499999999999	0	0	-9.374999999999998	69779239.06249999	-3.125	0	0	-46.87499999999999	-3.125	46192948.43749999	100
0	65	0	0	0	189048650718319	-0.02604166666666666	-348592.8906249999	0.05208333333333333	0.05208333333333333	-0.07812499999999999	0.5208333333333334	-313736.09375	0	-0.625	0	-0.5952380952380952	-278877.9613095238	-0.3422619047619048	-0.9077380952380952	0.2083333333333333	69783760.93749999	0	0	0	0	0	-4456.249999999999	0	0	0	0	0	69794853.12499999	6.249999999999999	-43.74999999999999	0	0	6.249999999999999	69780628.12499999	-14.0625	0	0	-43.74999999999999	-14.0625	46191970.31249999	100
0	67.5	0	0	0	189048649833046.7	0.07812499999999999	-359576.7968749999	-0.05208333333333333	0	-0.07812499999999999	0.5729166666666667	-323611.875	-0.9375	-0.3645833333333334	-0.8854166666666667	-0.3571428571428572	-287654.6428571428	0.9375	0.9970238095238095	-0.1488095238095238	69785443.74999999	0	0	0	0	0	-4339.062499999999	0	0	0	0	0	69797410.93749999	1.5625	-46.87499999999999	0	0	1.5625	69782064.06249999	-14.0625	0	0	-46.87499999999999	-14.0625	46190971.87499999	100
0	70	0	0	0	189048648920672.1	-0.05208333333333333	-370272.9166666666	0.05208333333333333	-0.07812499999999999	0.02604166666666666	-0.05208333333333334	-333245.9375	-0.8854166666666667	1.041666666666667	-0.78125	1.19047619047619	-296217.7976190476	0.4166666666666666	1.830357142857143	-0.119047619047619	69787193.74999999	0	0	0	0	0	-4221.093749999999	0	0	0	0	0	69800062.49999999	1.5625	-56.24999999999999	0	0	1.5625	69783554.68749999	-7.812499999999998	0	0	-56.24999999999999	-7.812499999999998	46189923.43749999	100
0	72.5	0	0	0	189048647981928.9	0.05208333333333333	-380670.7552083333	-0.02604166666666666	-0.05208333333333333	-0.05208333333333333	0.15625	-342603.4895833334	0.4166666666666667	0.7291666666666667	-0.05208333333333334	-0.1041666666666667	-304535.1636904762	-1.19047619047619	0.5208333333333333	0.6398809523809523	69789009.37499999	0	0	0	0	0	-4097.656249999999	0	0.7812499999999999	0	0	0	69802817.18749999	3.125	-54.68749999999999	0	0.7812499999999999	3.125	69785103.12499999	-1.5625	0	0	-54.68749999999999	-1.5625	46188840.62499999	100
0	75	0	0	0	189048647017580	0.05208333333333333	-390754.0624999999	0.07812499999999999	-0.02604166666666666	0.02604166666666666	-0.46875	-351678.6979166667	0.5729166666666667	-0.5729166666666667	0.6770833333333334	0.2678571428571428	-312604.7916666666	0.2380952380952381	-0.8035714285714285	-1.101190476190476	69790876.56249999	0	0	0	0	0	-3964.843749999999	0	0	0	0	0	69805665.62499999	-3.125	-39.06249999999999	0	0	-3.125	69786709.37499999	-7.812499999999998	0	0	-39.06249999999999	-7.812499999999998	46187712.49999999	100
0	77.5	0	0	0	189048646028417.7	0.02604166666666666	-400519.2708333333	0.05208333333333333	0	0	-0.8854166666666667	-360468.8020833334	0.3125	0.5208333333333334	0.8854166666666667	-0.8184523809523809	-320416.8898809524	0.6845238095238095	-0.4464285714285714	1.19047619047619	69792815.62499999	0	0	0	0	0	-3842.968749999999	0	0	0	0	0	69808604.68749999	1.5625	-51.56249999999999	0	0	1.5625	69788364.06249999	1.5625	0	0	-51.56249999999999	1.5625	46186539.06249999	100
